%time;field.yaw_measurement;field.distance_wall
1.63179E+18;-5.50537E+11;4.45318E+11
1.63179E+18;-5.50537E+11;4.44931E+11
1.63179E+18;-5.50537E+11;4.44666E+11
1.63179E+18;-5.50537E+11;4.44281E+11
1.63179E+18;-5.50537E+11;4.43993E+11
1.63179E+18;-5.34101E+11;4.44924E+11
1.63179E+18;-5.34101E+11;4.44551E+11
1.63179E+18;-5.34101E+11;4.44249E+11
1.63179E+18;-5.34101E+11;4.43783E+11
1.63179E+18;-5.34101E+11;4.43415E+11
1.63179E+18;-5.34101E+11;4.43073E+11
1.63179E+18;-5.34101E+11;4.42687E+11
1.63179E+18;-5.34101E+11;4.42373E+11
1.63179E+18;-5.34101E+11;4.41926E+11
1.63179E+18;-5.34101E+11;4.41598E+11
1.63179E+18;-5.34101E+11;4.41306E+11
1.63179E+18;-5.34101E+11;4.40913E+11
1.63179E+18;-5.34101E+11;4.40608E+11
1.63179E+18;-5.34101E+11;4.40257E+11
1.63179E+18;-5.34101E+11;4.39957E+11
1.63179E+18;-5.34101E+11;4.39683E+11
1.63179E+18;-5.29193E+11;4.39567E+11
1.63179E+18;-5.29193E+11;4.39246E+11
1.63179E+18;-5.29193E+11;43886847496
1.63179E+18;-5.29193E+11;4.38549E+11
1.63179E+18;-5.29193E+11;43825545311
1.63179E+18;-5.29193E+11;4.37795E+11
1.63179E+18;-5.29193E+11;4.3745E+11
1.63179E+18;-5.29193E+11;4.37079E+11
1.63179E+18;-5.29193E+11;4.36744E+11
1.63179E+18;-5.29193E+11;4.36431E+11
1.63179E+18;-5.29193E+11;4.35978E+11
1.63179E+18;-5.29193E+11;4.35633E+11
1.63179E+18;-5.29193E+11;4.35222E+11
1.63179E+18;-5.29193E+11;4.34867E+11
1.63179E+18;-5.29193E+11;43453130722
1.63179E+18;-5.29193E+11;4.34106E+11
1.63179E+18;-5.26437E+11;4.34888E+11
1.63179E+18;-5.26437E+11;4.34441E+11
1.63179E+18;-5.26437E+11;4.34076E+11
1.63179E+18;-5.26437E+11;4.33739E+11
1.63179E+18;-5.26437E+11;4.33294E+11
1.63179E+18;-5.26437E+11;4.32949E+11
1.63179E+18;-5.26437E+11;4.32522E+11
1.63179E+18;-5.26437E+11;4.32165E+11
1.63179E+18;-5.26437E+11;4.31829E+11
1.63179E+18;-5.26437E+11;4.3138E+11
1.63179E+18;-5.26437E+11;4.31025E+11
1.63179E+18;-5.26437E+11;43063378334
1.63179E+18;-5.26437E+11;43028755188
1.63179E+18;-5.26437E+11;42995967865
1.63179E+18;-5.26437E+11;4.29485E+11
1.63179E+18;-5.26437E+11;4.29127E+11
1.63179E+18;-5.26437E+11;4.28702E+11
1.63179E+18;-5.32371E+11;4.28422E+11
1.63179E+18;-5.32371E+11;4.28078E+11
1.63179E+18;-5.32371E+11;4.27577E+11
1.63179E+18;-5.32371E+11;4.27199E+11
